Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
7/18/16,0,2,0,6,6,1,4,0,1,8,10,1,10,8,0,0,2,5,10,2,21 to 35,Male,671.7210871816292
7/19/16,1,5,0,0,0,1,0,0,2,0,0,1,0,5,0,10,1,0,0,0,51 or more,Female,501.8288990290421
7/19/16,5,3,1,9,10,10,10,5,1,5,10,10,5,8,0,0,1,10,10,5,36 to 50,Male,747.9281082205229
7/19/16,2,5,3,4,3,2,3,1,2,0,2,5,2,5,5,4,2,6,1,3,21 to 35,Female,590.5653460638887
7/20/16,3,3,1,6,3,4,2,5,2,3,0,5,0,7,2,7,2,4,0,3,36 to 50,Female,617.9749214262908
7/20/16,3,2,6,6,5,10,5,1,2,3,2,10,2,7,2,0,2,2,1,5,51 or more,Male,658.7447818192267
7/20/16,5,4,8,5,2,5,1,2,1,5,2,5,0,6,2,2,2,5,1,6,21 to 35,Female,638.2263586651947
7/20/16,0,1,5,4,8,4,3,0,2,7,3,6,4,6,0,1,2,3,6,0,21 to 35,Female,646.8419228111857
7/20/16,3,3,5,3,2,7,1,0,1,1,0,5,0,9,0,7,1,2,0,1,36 to 50,Female,613.9639299039227
7/20/16,2,1,2,6,4,10,2,4,1,6,3,4,2,6,0,2,2,0,2,4,Less than 20,Male,637.7478027009543
7/20/16,4,5,6,10,7,10,7,1,1,10,3,7,10,8,10,5,2,4,2,5,36 to 50,Female,689.5441504721198
7/21/16,1,3,3,4,8,5,6,5,2,7,0,5,3,8,0,7,1,6,0,7,51 or more,Female,634.8451277775631
7/21/16,2,2,0,1,1,1,2,1,2,3,0,1,1,10,5,2,2,2,3,3,21 to 35,Female,579.5938333007407
7/21/16,4,3,1,2,2,10,2,1,1,7,2,6,2,9,0,1,1,1,7,7,21 to 35,Female,649.9347876181927
7/21/16,1,3,8,1,5,5,6,5,1,0,1,9,3,7,10,4,1,3,2,10,21 to 35,Male,627.6951907325592
7/21/16,3,5,10,8,10,10,3,4,1,6,4,4,1,6,5,8,2,10,2,10,36 to 50,Female,686.9062219887994
7/22/16,5,5,10,10,10,10,4,2,2,4,5,5,3,7,5,5,2,10,5,6,51 or more,Female,710.1978288123581
7/22/16,2,1,10,9,10,3,2,0,1,4,2,5,2,6,10,2,2,10,1,7,21 to 35,Male,665.2270427063299
7/23/16,1,3,3,3,0,5,1,0,2,0,0,2,0,7,4,3,2,4,0,4,21 to 35,Male,571.5239648893825
7/23/16,2,4,4,4,5,6,4,3,1,3,4,1,3,9,7,2,1,3,0,3,21 to 35,Male,628.4030206473359
7/23/16,2,2,8,10,7,10,10,5,1,8,10,5,10,6,0,3,2,10,6,8,Less than 20,Female,772.1353678141678
7/24/16,4,5,10,5,8,3,10,5,1,8,1,3,2,6,0,6,2,10,3,4,36 to 50,Female,692.326533069552
7/24/16,3,2,3,2,2,1,1,0,1,2,1,2,1,9,2,0,2,5,0,7,21 to 35,Female,627.1821807345559
7/24/16,3,2,2,1,1,1,1,0,1,2,1,2,1,9,2,0,2,4,0,7,21 to 35,Female,614.8267862484495
7/25/16,3,1,10,7,4,10,1,1,1,9,2,6,3,7,6,2,2,3,1,7,21 to 35,Male,704.856246959454
7/25/16,2,3,4,4,6,10,8,2,2,5,1,5,3,7,10,1,2,5,1,4,36 to 50,Female,616.1533321946572
7/25/16,3,3,5,3,3,0,1,2,2,6,1,10,1,8,10,3,1,2,3,10,21 to 35,Male,605.7891667346883
7/25/16,5,0,5,8,10,6,4,5,1,6,2,3,3,8,0,0,2,10,3,7,51 or more,Male,725.4754211275587
7/25/16,2,4,7,6,8,8,3,3,2,7,2,3,3,6,0,1,2,5,2,3,21 to 35,Female,665.949079577052
7/25/16,1,5,2,4,2,4,0,1,2,1,1,5,2,5,4,9,1,2,2,3,21 to 35,Male,542.9835016152243
7/25/16,3,3,8,4,4,7,4,2,1,10,3,5,4,6,0,2,2,10,5,9,36 to 50,Female,717.0382158203097
7/26/16,1,3,5,9,9,10,9,1,1,8,4,1,10,7,4,4,2,9,9,6,36 to 50,Female,715.7460054802837
7/26/16,4,2,2,3,10,10,3,5,2,5,4,6,8,6,4,3,1,3,7,3,21 to 35,Male,677.1160707525644
7/26/16,1,5,2,5,10,10,5,2,2,4,4,6,2,7,0,3,2,10,2,2,21 to 35,Male,648.1645554557982
7/26/16,3,5,4,10,6,4,6,3,1,5,3,10,1,5,0,10,2,10,1,3,36 to 50,Female,616.8558722307132
7/26/16,4,4,4,7,10,9,6,5,2,6,5,7,5,6,0,9,1,10,4,5,21 to 35,Female,666.0519313353972
7/26/16,4,2,2,3,10,10,3,5,2,5,4,6,8,6,4,3,1,3,7,3,21 to 35,Male,657.5932486566913
7/26/16,2,5,4,5,10,10,4,3,2,5,3,5,3,5,5,3,2,5,6,3,21 to 35,Female,649.0175314893288
7/26/16,1,1,10,10,10,5,4,1,2,2,4,3,10,7,0,0,2,4,6,5,36 to 50,Male,671.2543784653786
7/26/16,5,5,10,10,5,10,0,5,2,6,2,10,5,7,10,3,2,10,0,3,36 to 50,Female,653.0869372212211
7/26/16,3,3,6,5,4,10,7,2,2,7,5,10,1,6,0,2,1,10,3,4,21 to 35,Male,667.44611745825
7/26/16,4,3,4,4,10,10,7,3,2,8,6,10,10,8,0,0,2,10,5,3,36 to 50,Female,723.9146944536927
7/26/16,2,3,3,4,5,5,3,5,2,5,2,3,0,8,0,0,1,7,2,7,21 to 35,Male,602.1615455378316
7/26/16,1,3,7,10,8,10,6,3,2,9,8,2,8,8,0,1,2,4,4,2,36 to 50,Male,694.2561120641953
7/26/16,2,3,6,6,7,8,6,0,1,6,5,1,8,6,0,5,2,7,2,3,21 to 35,Female,673.3131794307536
7/26/16,0,3,10,4,5,10,6,0,1,8,8,10,2,7,10,8,2,10,4,3,21 to 35,Male,675.0005403664197
7/26/16,2,2,4,3,1,10,7,1,1,2,3,8,1,5,1,4,2,9,0,9,21 to 35,Male,671.7935889727474
7/26/16,2,4,1,5,2,10,2,2,1,7,8,4,2,6,0,2,2,5,2,2,21 to 35,Female,652.1206323899678
7/26/16,2,2,10,5,10,5,5,0,1,7,5,1,1,7,0,0,2,10,1,3,21 to 35,Female,689.3607799093722
7/26/16,2,3,10,7,5,10,3,2,1,3,2,4,2,5,1,6,1,7,1,5,21 to 35,Male,648.5154695288797
7/26/16,5,5,2,6,3,10,2,2,2,3,4,7,1,8,0,5,2,5,2,10,21 to 35,Female,646.4852147357676
7/26/16,0,3,10,4,10,10,5,1,1,7,5,6,10,6,0,9,2,10,2,10,21 to 35,Female,674.395457982158
7/27/16,4,4,8,3,6,10,4,5,2,1,2,8,1,6,8,6,1,2,2,4,Less than 20,Female,612.5536199807331
7/27/16,3,2,8,2,5,3,3,5,1,5,3,5,1,7,0,2,2,6,2,7,36 to 50,Female,686.0327418054824
7/27/16,1,2,6,10,5,10,0,2,2,8,7,3,2,7,0,3,1,4,0,7,51 or more,Female,643.5587695040903
7/27/16,4,5,10,5,8,5,3,0,2,5,1,7,10,6,3,2,2,7,1,4,51 or more,Female,658.199512351055
7/27/16,3,2,4,4,8,10,6,4,1,5,6,10,10,7,0,6,1,7,5,7,21 to 35,Male,707.4292918627234
7/27/16,3,4,6,2,4,4,5,2,1,6,2,7,3,5,0,3,2,8,4,4,21 to 35,Female,661.7830202656717
7/27/16,5,4,1,1,10,10,2,0,2,9,2,4,9,7,5,1,1,5,0,1,21 to 35,Female,628.7137691344346
7/27/16,0,1,4,10,6,4,3,5,1,8,5,5,5,8,8,1,2,5,5,10,21 to 35,Female,672.9032889611345
7/28/16,3,5,5,10,4,3,5,0,1,8,1,9,5,7,0,5,2,3,1,1,36 to 50,Female,670.942503907858
7/28/16,2,4,4,5,0,5,2,5,1,4,0,1,10,7,6,7,2,3,10,10,21 to 35,Male,660.5924103396285
7/28/16,1,2,2,4,5,2,6,1,1,2,3,2,10,8,10,4,2,4,2,10,21 to 35,Male,642.3074158984053
7/28/16,4,3,5,10,5,8,10,5,1,7,9,5,9,5,4,5,1,3,5,9,21 to 35,Male,762.3995256018613
7/28/16,2,2,6,8,7,10,8,0,1,7,9,7,2,7,3,4,2,9,7,6,Less than 20,Male,706.5093137553254
7/28/16,1,5,8,5,0,4,5,0,1,5,1,10,1,8,0,8,2,8,1,10,21 to 35,Male,666.6904157553964
7/28/16,3,5,5,6,10,6,5,5,1,6,2,3,10,6,5,1,2,8,6,2,51 or more,Female,685.152306639781
7/28/16,2,3,10,10,10,10,10,5,2,7,0,1,2,7,7,1,2,10,0,3,36 to 50,Male,683.2672945455453
7/29/16,1,3,2,7,10,7,2,5,1,5,0,6,2,7,5,6,1,3,1,5,21 to 35,Female,644.4839858644311
7/29/16,2,5,3,5,10,5,8,5,1,8,4,4,10,7,10,5,2,10,2,7,36 to 50,Male,694.7688278597267
7/29/16,1,1,10,2,5,4,6,1,1,8,4,6,4,7,0,0,2,5,8,9,51 or more,Male,700.6042360543523
7/29/16,2,3,10,6,10,5,6,5,1,7,7,6,2,7,0,4,2,10,4,7,21 to 35,Male,719.7764821551112
7/29/16,1,5,10,2,5,4,5,0,1,6,2,9,2,7,5,1,2,10,5,10,51 or more,Male,668.784478837066
7/30/16,3,2,5,10,6,3,1,5,2,3,4,2,6,6,0,2,1,6,3,10,21 to 35,Female,661.5187322792494
7/30/16,3,2,1,5,10,10,4,4,2,6,3,6,10,8,10,1,2,6,4,10,36 to 50,Female,679.0384710229339
7/31/16,4,4,1,2,5,5,2,5,1,6,1,3,7,6,8,2,1,2,2,4,36 to 50,Female,624.4547636867198
7/31/16,5,2,6,7,5,9,5,5,2,7,3,1,10,7,1,4,2,5,7,7,36 to 50,Male,714.8783343487443
7/31/16,5,3,7,7,8,9,9,4,1,7,5,4,7,6,7,4,2,5,7,7,36 to 50,Female,709.6251161104133
7/31/16,5,1,10,8,3,10,2,2,1,7,5,10,1,8,0,1,2,4,6,10,21 to 35,Male,723.6511710941165
7/31/16,3,0,0,5,6,2,2,1,1,5,0,8,2,8,0,2,2,2,2,10,21 to 35,Male,672.211671865596
8/1/16,1,1,1,1,2,0,1,0,1,0,3,3,1,8,1,3,1,3,1,9,21 to 35,Male,587.208308933421
8/1/16,5,2,5,5,6,3,6,5,1,8,3,7,10,6,0,2,2,4,2,10,51 or more,Female,684.9530304664823
8/1/16,3,3,7,0,7,7,5,4,1,6,3,3,3,5,0,3,2,10,2,3,51 or more,Male,683.3952082595442
8/1/16,0,1,2,4,10,10,8,0,2,7,4,3,5,7,0,1,2,10,7,5,36 to 50,Male,674.27313274384
8/2/16,3,2,6,6,3,10,4,0,1,7,1,7,1,5,10,1,2,7,2,6,21 to 35,Male,660.7547538000053
8/2/16,3,2,6,6,3,10,4,0,1,7,1,7,1,5,10,1,2,7,2,6,21 to 35,Male,667.7583068055997
8/2/16,5,3,3,2,2,3,2,1,1,3,0,3,0,6,0,1,1,2,0,10,36 to 50,Female,603.007507049138
8/2/16,3,3,6,4,4,10,2,0,1,5,1,3,2,8,5,3,2,9,1,4,36 to 50,Female,639.7398857188987
8/2/16,0,5,0,5,10,5,2,0,2,7,2,8,4,8,0,10,2,5,4,10,21 to 35,Male,622.3281542243041
8/2/16,3,1,5,10,10,10,8,4,1,9,8,3,8,6,0,1,2,10,10,2,51 or more,Female,738.8816111246848
8/2/16,2,4,4,5,10,8,9,4,1,6,5,5,7,7,0,4,2,7,6,3,21 to 35,Female,704.041052418433
8/3/16,4,3,10,5,0,10,2,0,1,6,2,10,0,6,0,3,2,5,1,10,36 to 50,Female,691.1726158142492
8/3/16,1,2,10,10,10,6,6,5,2,1,8,4,1,5,0,2,2,9,4,4,51 or more,Female,681.2315953887884
8/3/16,0,2,10,10,10,6,10,5,2,1,8,5,1,5,0,2,2,10,4,3,51 or more,Female,685.757038707511
8/3/16,5,4,2,5,1,2,3,2,1,9,6,2,0,9,0,7,1,2,1,7,51 or more,Female,630.0971361514958
8/4/16,5,4,2,5,8,5,6,2,1,8,1,4,2,7,1,7,2,9,3,2,36 to 50,Female,659.9808744791833
8/4/16,1,2,7,8,4,5,4,3,1,1,3,1,2,7,2,5,2,5,5,7,21 to 35,Female,656.4012502649688
8/4/16,2,2,7,7,10,5,3,4,2,7,4,9,10,8,0,1,2,3,4,8,51 or more,Female,678.9623059516173
8/4/16,5,2,6,10,10,7,1,5,2,7,1,10,1,6,0,1,2,9,1,7,51 or more,Male,700.3831913477924
8/5/16,5,0,10,9,10,10,7,5,1,8,4,5,4,8,0,2,2,10,8,10,21 to 35,Female,760.1622216461818
8/5/16,4,1,4,2,3,2,1,3,2,6,1,1,0,9,5,1,2,6,3,10,21 to 35,Male,616.3446966883357
8/5/16,1,2,10,4,6,3,1,0,1,4,2,5,1,8,10,0,1,1,1,7,21 to 35,Male,626.7797518985011
8/5/16,5,5,10,3,5,3,4,4,2,4,2,7,2,7,10,1,2,10,1,8,21 to 35,Male,649.2945650350081
8/5/16,2,2,1,5,4,4,1,1,1,6,1,3,3,6,0,7,1,2,2,2,21 to 35,Female,609.9907964057088
8/6/16,4,3,6,10,4,4,3,1,1,4,2,4,3,5,5,1,2,8,3,1,21 to 35,Female,654.0627735293082
8/6/16,2,5,3,2,3,1,1,2,1,5,1,3,0,7,2,3,1,10,0,7,Less than 20,Female,606.7459272164359
8/6/16,2,5,3,2,3,1,1,2,1,5,1,3,0,7,2,3,1,10,0,7,Less than 20,Female,605.2420673884899
8/6/16,2,4,1,6,2,8,1,2,2,2,5,1,10,7,10,8,1,5,0,10,51 or more,Female,591.9631774358328
8/8/16,4,2,2,2,1,9,0,1,1,2,1,3,1,7,0,1,2,2,0,5,21 to 35,Male,630.6258052207338
8/8/16,5,1,10,4,10,5,5,5,2,10,7,5,10,6,0,2,2,8,10,10,36 to 50,Female,742.9063861411842
8/8/16,5,2,10,6,5,3,8,1,1,9,7,7,3,8,0,1,2,10,4,10,51 or more,Male,727.2876532510243
8/8/16,0,2,7,7,7,3,0,2,1,2,1,2,2,7,0,2,1,1,0,10,21 to 35,Male,626.2516789672563
8/9/16,1,4,2,6,2,2,2,2,1,0,0,2,1,7,0,4,1,5,1,2,36 to 50,Female,577.0220029694974
8/9/16,3,2,2,3,10,10,3,3,1,8,2,8,5,8,0,2,2,3,6,10,51 or more,Female,718.5577385209092
8/9/16,1,2,2,4,5,2,1,4,2,10,3,4,5,8,2,1,2,1,5,3,21 to 35,Female,640.2181800220812
8/9/16,1,2,2,4,5,2,1,4,2,10,3,4,5,8,2,1,2,1,5,3,21 to 35,Female,648.0765298204514
8/9/16,0,2,7,7,7,3,0,2,1,2,1,2,2,7,0,2,1,1,0,10,21 to 35,Male,617.8696318248751
8/9/16,2,2,10,10,7,4,5,5,1,9,6,5,1,8,0,1,2,3,1,6,36 to 50,Female,708.3007866771148
8/9/16,3,5,5,3,10,7,3,3,2,1,3,3,10,6,0,2,1,10,2,7,51 or more,Female,650.5052002010474
8/10/16,5,2,4,4,10,6,3,5,1,7,1,7,5,8,0,0,2,10,3,10,51 or more,Female,736.2130878234497
8/10/16,1,5,2,7,5,10,8,1,2,5,10,3,1,7,3,5,1,2,0,3,36 to 50,Female,595.5661905811623
8/10/16,2,1,10,7,7,5,7,5,2,9,7,1,3,7,0,1,2,10,2,10,21 to 35,Female,708.9631940660132
8/10/16,5,4,7,9,6,6,4,1,1,1,2,4,2,8,3,1,2,10,8,2,36 to 50,Female,692.1839155138118
8/10/16,5,5,2,7,3,10,1,3,2,5,2,7,1,7,0,3,1,6,1,1,36 to 50,Female,625.2490299139678
8/11/16,2,3,10,4,5,5,3,1,1,5,2,3,4,7,5,0,2,10,1,1,36 to 50,Female,658.071200346035
8/11/16,2,3,10,4,5,5,3,1,1,5,2,3,4,7,5,0,2,10,1,1,36 to 50,Female,656.5984989585492
8/11/16,2,3,10,4,5,5,3,1,1,5,2,3,4,7,5,0,2,10,1,1,36 to 50,Female,657.9771297810112
8/11/16,2,2,10,4,3,5,3,2,1,10,2,3,4,7,5,0,2,7,1,1,36 to 50,Female,651.6724767521653
8/11/16,4,1,10,10,10,10,3,2,1,6,2,10,4,6,3,1,2,3,4,5,21 to 35,Female,738.362796106999
8/11/16,2,3,4,2,6,10,4,5,2,7,8,1,10,7,2,3,2,5,3,6,36 to 50,Female,680.127132772303
8/11/16,1,4,4,6,10,10,7,2,1,5,1,7,1,6,10,0,2,1,0,1,36 to 50,Female,644.2442527260735
8/11/16,3,3,8,6,5,9,6,5,1,6,1,7,3,8,0,5,1,5,2,4,Less than 20,Female,675.2851811137779
8/11/16,5,2,1,5,4,2,0,0,1,2,0,2,1,8,10,4,2,0,1,8,21 to 35,Male,596.4379224654342
8/11/16,2,2,4,5,7,10,7,3,2,3,10,3,10,7,7,2,2,6,6,6,51 or more,Female,683.5765134741345
8/11/16,2,2,4,5,7,10,7,3,2,3,10,3,10,7,7,2,2,6,6,6,51 or more,Female,704.2743597608244
8/11/16,3,3,10,2,2,5,2,5,1,6,1,3,5,5,2,4,2,10,1,10,51 or more,Male,678.1517986409393
8/11/16,3,4,2,7,4,10,6,1,2,7,8,4,8,7,7,7,2,8,9,7,21 to 35,Male,685.9220286509227
8/11/16,3,5,8,4,2,10,3,0,2,7,10,10,5,6,0,9,2,4,3,0,21 to 35,Male,651.7706213490301
8/11/16,2,3,0,1,5,10,9,0,2,6,1,10,3,5,0,1,2,10,3,10,36 to 50,Male,710.532093273658
8/12/16,4,3,6,6,10,10,5,3,1,5,6,6,5,8,0,2,2,10,7,7,21 to 35,Female,746.2553265752623
8/12/16,4,3,10,8,10,8,5,5,1,6,1,8,5,5,0,3,2,10,1,4,51 or more,Female,712.5722446644957
8/12/16,0,5,2,2,10,10,1,3,2,4,0,5,0,5,7,7,2,3,2,7,36 to 50,Female,602.5181041548504
8/13/16,5,2,10,10,4,4,5,2,1,6,3,5,10,8,0,2,1,5,3,5,51 or more,Male,687.1794912720105
8/13/16,5,2,5,9,10,10,10,5,1,8,3,10,3,8,0,1,2,8,3,10,36 to 50,Female,780.9710272929133
8/13/16,5,5,0,3,1,2,1,1,2,0,1,1,0,6,10,10,1,4,0,2,36 to 50,Female,532.2677279652814
8/13/16,3,4,6,9,8,10,7,1,1,8,3,6,6,7,7,2,2,7,2,8,21 to 35,Male,705.7981736797885
8/14/16,5,3,5,7,6,5,8,2,1,10,1,10,2,8,0,2,2,8,2,8,21 to 35,Female,716.0041766945528
8/16/16,2,1,8,10,10,7,8,5,2,8,2,5,2,6,0,3,2,10,1,10,51 or more,Female,703.2434978194672
8/16/16,5,4,2,10,7,4,7,1,1,7,5,7,10,7,0,1,2,10,8,7,51 or more,Female,727.4511563732652
8/16/16,5,3,10,5,3,10,3,5,1,8,5,10,6,6,0,0,2,4,6,7,36 to 50,Female,721.5961761553452
8/16/16,2,4,10,5,7,10,8,4,1,6,9,9,10,6,0,0,2,10,8,7,51 or more,Male,739.3510532834591
8/17/16,5,3,10,5,3,10,3,5,1,8,5,10,6,6,0,0,2,4,6,7,36 to 50,Female,694.5501270125169
8/17/16,2,2,7,3,3,5,3,2,1,7,5,4,6,8,1,1,2,5,4,5,36 to 50,Female,682.0992315268095
8/17/16,4,2,2,2,3,9,2,5,2,4,1,3,1,7,5,5,2,5,1,4,21 to 35,Male,626.9100456301477
8/18/16,2,2,3,5,5,10,5,2,2,8,5,4,10,6,0,3,2,3,5,2,36 to 50,Female,665.8200760553096
8/19/16,2,5,5,4,10,10,3,5,2,5,1,1,0,7,0,3,2,0,0,7,36 to 50,Female,647.5158086641195
8/19/16,5,0,10,2,5,5,0,0,1,7,4,10,0,8,10,1,2,5,1,10,51 or more,Male,673.5866892320439
8/19/16,4,3,2,5,6,10,6,3,2,8,7,8,5,6,8,4,2,8,10,7,36 to 50,Female,679.2194240155083
8/19/16,5,4,6,4,8,4,5,3,1,5,3,8,1,8,5,2,1,3,4,6,51 or more,Female,656.1109151648599
8/19/16,2,4,3,6,5,10,7,2,2,6,3,1,1,8,7,5,1,7,4,0,21 to 35,Female,608.7315037315827
8/19/16,2,2,4,2,10,10,2,0,1,9,2,8,0,9,10,0,2,3,2,10,36 to 50,Female,668.2440617815578
8/19/16,3,5,0,3,5,1,0,0,2,4,0,1,4,8,4,4,2,5,0,3,21 to 35,Female,560.9449626127024
8/20/16,1,3,2,4,1,3,2,3,2,5,1,4,5,5,0,3,2,0,1,7,36 to 50,Male,597.7162667203163
8/20/16,5,4,0,3,1,3,3,1,1,2,1,6,0,6,0,3,2,5,1,0,36 to 50,Male,612.0526821662417
8/20/16,4,4,4,3,10,5,2,5,1,6,3,6,7,6,8,2,1,4,3,5,51 or more,Female,642.51910787298
8/20/16,1,4,3,2,2,2,3,5,2,4,2,2,1,6,0,1,2,5,1,4,36 to 50,Female,613.9406656570017
8/20/16,3,4,4,8,8,8,5,2,2,7,3,2,5,5,5,2,2,4,8,4,51 or more,Male,658.3111055418931
8/20/16,1,4,3,4,2,4,1,1,1,3,3,4,2,6,3,2,2,7,3,6,21 to 35,Male,598.796196311939
8/21/16,1,1,10,2,4,4,4,5,1,3,4,3,2,7,5,2,2,10,6,10,51 or more,Male,664.6776856490964
8/21/16,5,5,1,10,5,10,2,0,2,5,2,10,1,7,10,7,2,6,0,3,21 to 35,Female,624.9946282852271
8/21/16,1,0,3,4,3,10,3,2,1,8,2,3,2,8,0,2,2,5,2,7,21 to 35,Female,672.5742329893933
8/21/16,3,4,10,10,4,4,1,0,1,5,2,4,1,7,10,7,1,4,2,5,21 to 35,Female,613.7143577318905
8/21/16,4,3,10,6,3,5,1,4,2,8,1,2,4,7,0,1,2,1,1,10,51 or more,Female,659.6925219018436
8/21/16,4,3,10,6,3,5,1,4,2,8,1,2,4,7,0,1,2,1,1,10,51 or more,Female,673.7515693966012
8/21/16,5,2,10,1,1,4,0,5,2,2,1,8,1,8,0,3,2,4,2,10,36 to 50,Male,638.8673154473598
8/21/16,5,2,10,1,1,4,0,5,2,2,1,8,1,8,0,3,2,4,2,10,36 to 50,Male,662.4214637492723
8/21/16,5,2,10,1,1,5,0,5,2,3,1,7,1,8,0,2,2,4,2,10,36 to 50,Male,683.6485238731966
8/21/16,5,2,10,1,1,5,0,5,2,3,1,7,1,8,0,2,2,4,2,10,36 to 50,Male,662.1230181689897
8/21/16,5,1,10,1,1,5,4,5,2,2,1,7,1,8,0,2,2,4,2,10,36 to 50,Male,667.2728205997241
8/21/16,4,4,7,1,7,1,6,1,2,8,9,2,6,7,3,1,2,6,7,1,21 to 35,Male,645.7781283940375
8/21/16,3,3,10,3,0,5,0,0,1,5,1,10,1,9,0,0,2,2,1,10,21 to 35,Male,659.732432011438
8/21/16,3,3,3,3,6,2,5,3,1,3,3,1,0,9,5,0,1,0,3,8,51 or more,Female,630.3436014897711
8/21/16,3,5,9,6,4,2,5,5,1,2,0,6,2,8,10,5,2,3,0,10,51 or more,Female,635.3036207833525
8/22/16,1,4,1,1,4,10,2,1,2,5,1,6,10,7,5,10,2,2,1,2,36 to 50,Female,580.0388143015538
8/22/16,3,3,2,4,10,10,8,5,2,3,4,3,3,7,0,1,2,8,5,5,36 to 50,Male,684.1206575022704
8/22/16,3,4,4,4,6,10,3,0,1,5,4,10,10,6,10,0,2,2,5,5,36 to 50,Female,656.2375317050838
8/22/16,4,3,10,6,5,5,2,5,1,8,1,9,3,8,2,7,2,6,2,10,21 to 35,Female,697.2358538833447
8/22/16,2,5,0,3,0,5,3,0,1,3,0,1,5,7,0,4,1,0,0,6,21 to 35,Female,584.1181907920075
8/22/16,3,1,2,1,0,5,0,3,2,1,0,4,0,8,10,2,2,0,1,7,36 to 50,Male,593.9121970341927
8/22/16,5,4,10,5,10,10,2,3,1,5,1,2,5,7,0,7,2,10,4,4,21 to 35,Female,696.7133947647785
8/23/16,3,3,7,6,6,7,5,3,1,1,5,4,1,6,5,2,2,8,8,1,51 or more,Female,672.8148725972661
8/23/16,3,3,6,5,10,5,4,5,2,6,7,7,4,7,0,3,2,10,10,8,36 to 50,Female,728.7802590810194
8/23/16,2,5,7,8,6,10,7,0,1,4,1,10,2,7,4,2,2,8,3,6,21 to 35,Male,678.8510730596017
8/23/16,1,2,10,4,1,6,2,0,1,3,3,10,5,7,4,0,2,3,4,10,21 to 35,Male,655.2761662851993
8/23/16,3,3,1,5,2,4,3,1,2,6,5,9,2,7,0,2,2,3,2,1,36 to 50,Male,620.2410347548133
8/23/16,5,4,10,7,10,10,3,1,1,3,2,8,2,8,0,2,2,10,1,7,21 to 35,Female,704.8283122173721
8/23/16,3,3,6,5,10,5,4,5,2,6,7,7,4,7,0,3,2,10,10,8,36 to 50,Female,699.5002666037665
8/23/16,5,3,10,7,1,2,5,0,1,8,2,5,10,7,5,2,2,6,1,2,21 to 35,Male,656.2320764596777
8/23/16,2,3,1,5,0,10,2,0,2,10,0,4,0,5,0,4,2,5,0,10,36 to 50,Male,634.2012433265234
8/24/16,4,3,5,5,3,7,2,0,2,5,0,7,3,8,0,5,2,5,0,7,21 to 35,Female,639.1584762361944
8/24/16,4,3,5,5,3,7,2,0,2,5,0,7,3,8,0,5,2,5,0,7,21 to 35,Female,638.1129110563163
8/24/16,2,5,1,3,2,10,1,0,2,2,0,2,0,7,10,10,1,2,0,1,21 to 35,Female,546.4160763301022
8/24/16,2,4,8,3,5,1,3,2,2,5,0,10,1,8,10,1,1,2,0,10,21 to 35,Male,599.6089344338454
8/24/16,1,3,1,2,2,10,0,2,2,1,0,2,0,5,0,3,1,3,4,5,51 or more,Female,601.1132076964152
8/24/16,4,4,0,3,7,3,1,2,2,10,4,3,1,8,0,2,2,4,0,7,51 or more,Female,635.0132242971332
8/24/16,5,1,5,4,8,5,4,2,1,8,2,5,10,7,10,0,2,10,3,5,36 to 50,Female,693.7060482193177
8/24/16,5,3,10,7,1,2,5,0,1,8,2,5,10,7,5,2,2,6,1,2,21 to 35,Male,677.2698842052617
8/24/16,3,1,1,3,7,2,8,0,2,8,1,8,5,6,6,0,2,8,1,10,51 or more,Female,666.4580820137688
8/25/16,3,5,0,2,1,2,2,0,1,3,0,1,0,4,0,6,2,2,0,3,21 to 35,Female,576.0925094407096
8/25/16,3,4,4,6,7,7,7,2,1,7,5,7,7,5,6,1,2,4,5,5,36 to 50,Female,684.6630643417892
8/25/16,5,1,10,10,10,10,10,5,1,2,1,5,5,7,0,3,2,5,5,5,36 to 50,Female,738.106904731022
8/25/16,1,3,0,2,5,4,3,3,1,8,3,8,3,4,0,0,1,5,6,10,Less than 20,Male,688.455066308506
8/25/16,3,5,10,2,4,4,0,3,2,8,1,2,0,6,0,7,1,3,1,5,36 to 50,Female,593.4668601189354
8/25/16,0,3,0,0,3,2,2,1,1,0,0,10,0,3,0,0,1,1,0,10,51 or more,Male,574.073816675826
8/25/16,2,2,4,7,7,10,2,5,1,8,5,4,10,8,0,3,2,8,10,7,36 to 50,Female,728.6591364519063
8/25/16,3,4,3,10,8,10,3,3,2,10,5,5,5,8,3,1,2,5,8,6,51 or more,Male,688.5388848637446
8/26/16,5,2,10,10,10,10,10,5,1,10,8,10,10,8,0,0,2,10,8,7,51 or more,Female,800.9040693930274
8/26/16,2,1,0,8,2,10,3,5,2,4,2,2,0,6,0,0,1,2,2,10,Less than 20,Male,601.326846409964
8/26/16,3,4,5,2,2,1,5,3,2,7,0,5,3,7,3,1,2,10,1,8,36 to 50,Female,655.607612873873
